"filename","relative_path","system_id","status","pass_k2_struct","pass_k3_rules","pass_k4_meanings","pass_notes"
"Rave Cosmology VIII Mystic Monologues -- Ra Uru Hu -- fe799c279b2cc636dfabc384215c309e -- Anna’s Archive.pdf","hd/Rave Cosmology VIII Mystic Monologues -- Ra Uru Hu -- fe799c279b2cc636dfabc384215c309e -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Rave Psychology - Personality External color book (Black -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- cc6cfc6f9f1415d7223a6a3aa26eda49 -- Anna’s Archive.pdf","hd/Rave Psychology - Personality External color book (Black -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- cc6cfc6f9f1415d7223a6a3aa26eda49 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Rave Psychology - Personality External color book (White -- Ra Uru Hu -- International Human Design School (IHDS) -- 0e057eb7191fd94fc132c85cb6eb170b -- Anna’s Archive.pdf","hd/Rave Psychology - Personality External color book (White -- Ra Uru Hu -- International Human Design School (IHDS) -- 0e057eb7191fd94fc132c85cb6eb170b -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Scenes From The Cross Of Life_ The Nodal Environments(Human -- Ra Uru Hu -- 2005 -- 63dd10d18975b7ccd26e6647c2dd8491 -- Anna’s Archive.pdf","hd/Scenes From The Cross Of Life_ The Nodal Environments(Human -- Ra Uru Hu -- 2005 -- 63dd10d18975b7ccd26e6647c2dd8491 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"The 36 Roles - Genetic Continuity and Mastery of Lines -- Ra Uru Hu -- 2010 -- 8ef5416367bdef874b16bc5d1c676e7e -- Anna’s Archive.pdf","hd/The 36 Roles - Genetic Continuity and Mastery of Lines -- Ra Uru Hu -- 2010 -- 8ef5416367bdef874b16bc5d1c676e7e -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"The Black Book -- Ra Uru Hu -- International Human Design School -- 891d99a7ae3999bd54ad16acc8d30cb7 -- Anna’s Archive.pdf","hd/The Black Book -- Ra Uru Hu -- International Human Design School -- 891d99a7ae3999bd54ad16acc8d30cb7 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"The Complete Rave I'Ching -- Ra Uru Hu -- 2011 -- Human Design America -- 9daaa92ce652fb06739333271bf7f3fe -- Anna’s Archive.pdf","hd/The Complete Rave I'Ching -- Ra Uru Hu -- 2011 -- Human Design America -- 9daaa92ce652fb06739333271bf7f3fe -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"The Four Views -- Ra Uru Hu -- 2007 -- Jovian Archive Corporation -- b7345d74e5d85ab9fc4a7f3ed48f8f70 -- Anna’s Archive.pdf","hd/The Four Views -- Ra Uru Hu -- 2007 -- Jovian Archive Corporation -- b7345d74e5d85ab9fc4a7f3ed48f8f70 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"The Human Design System - A Complete Guide -- Ra Uru Hu -- 2012 -- International Human Design School (IHDS) -- 0ab49372f4a7e53fa8234071d2936aab -- Anna’s Archive.pdf","hd/The Human Design System - A Complete Guide -- Ra Uru Hu -- 2012 -- International Human Design School (IHDS) -- 0ab49372f4a7e53fa8234071d2936aab -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"The Human Design System - Sex Manual -- Ra Uru Hu -- 1996 -- 4688baa6786530ab2b9f155594a5f359 -- Anna’s Archive.pdf","hd/The Human Design System - Sex Manual -- Ra Uru Hu -- 1996 -- 4688baa6786530ab2b9f155594a5f359 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"The Incarnation Cross Clinic _ Lectures Day 1 _ Part 1 and 2 -- Ra Uru Hu -- 2022 -- Jovian Archive -- 5c5682e5f4a150394df3073c10571fc9 -- Anna’s Archive.pdf","hd/The Incarnation Cross Clinic _ Lectures Day 1 _ Part 1 and 2 -- Ra Uru Hu -- 2022 -- Jovian Archive -- 5c5682e5f4a150394df3073c10571fc9 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"The Life Force - The Channels -- Ra Uru Hu -- 0709f47812468b7c9765dc7de254234a -- Anna’s Archive.pdf","hd/The Life Force - The Channels -- Ra Uru Hu -- 0709f47812468b7c9765dc7de254234a -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"The Not-Self 人類設計) -- Ra Uru Hu -- 2008 -- d85fb70864f5afff46cb0dd7165f5e71 -- Anna’s Archive.pdf","hd/The Not-Self 人類設計) -- Ra Uru Hu -- 2008 -- d85fb70864f5afff46cb0dd7165f5e71 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"The Six Lines - The Decoding of the Hexagramm -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- 7cfa3b4fc6f59258346abb4c1771bad5 -- Anna’s Archive.pdf","hd/The Six Lines - The Decoding of the Hexagramm -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- 7cfa3b4fc6f59258346abb4c1771bad5 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Understanding the Planets in our Design - A COURSE IN -- Ra Uru Hu; Richard Rudd -- 2003 -- 0f6000a382df606300cf32dada9889a1 -- Anna’s Archive.pdf","hd/Understanding the Planets in our Design - A COURSE IN -- Ra Uru Hu; Richard Rudd -- 2003 -- 0f6000a382df606300cf32dada9889a1 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"I Ching =_ The classic of changes -- Shaughnessy, Edward L_, 1952- -- Classics of ancient China, 1st ed_, New York, New York -- New York _ Ballantine -- isbn13 9780345362438 -- 6fdd8fb06918b30ffea37cd81d4acf48 -- Anna’s Archive.pdf","I Ching/I Ching =_ The classic of changes -- Shaughnessy, Edward L_, 1952- -- Classics of ancient China, 1st ed_, New York, New York -- New York _ Ballantine -- isbn13 9780345362438 -- 6fdd8fb06918b30ffea37cd81d4acf48 -- Anna’s Archive.pdf","i_ching","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"I Ching_ The Classic Chinese Oracle of Change [The First -- Rudolf and Stephen Karcher (translated by) Ritsema -- New York, New York State, 1995 -- isbn13 9781566199452 -- ebc4ca2fbe7f0152a22cdb8179a91453 -- Anna’s Archive.pdf","I Ching/I Ching_ The Classic Chinese Oracle of Change [The First -- Rudolf and Stephen Karcher (translated by) Ritsema -- New York, New York State, 1995 -- isbn13 9781566199452 -- ebc4ca2fbe7f0152a22cdb8179a91453 -- Anna’s Archive.pdf","i_ching","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The complete I Ching -- Alfred  Huang -- isbn13 9781594773860 -- b260a45fecafe85653a5a9f9812141aa -- Anna’s Archive.pdf","I Ching/The complete I Ching -- Alfred  Huang -- isbn13 9781594773860 -- b260a45fecafe85653a5a9f9812141aa -- Anna’s Archive.pdf","i_ching","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The I Ching or Book of Changes -- Richard (translator) ; Baynes, Cary F_ Wilhem -- Bollingen Series, 2013 -- Princeton University Press -- isbn13 9780691001715 -- ab1b320b884e83b951e57ff49d824621 -- Anna’s Archive.pdf","I Ching/The I Ching or Book of Changes -- Richard (translator) ; Baynes, Cary F_ Wilhem -- Bollingen Series, 2013 -- Princeton University Press -- isbn13 9780691001715 -- ab1b320b884e83b951e57ff49d824621 -- Anna’s Archive.pdf","i_ching","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The I Ching, or, Book of Changes (Bollingen Series XIX) -- Wilhelm and Baynes, trans_ -- Bollingen series, 19, 3d ed_], eighth printing, November -- isbn13 9780691097503 -- f53e2237935cf72214e6a2bcb0ad5b95 -- Anna’s Archive.pdf","I Ching/The I Ching, or, Book of Changes (Bollingen Series XIX) -- Wilhelm and Baynes, trans_ -- Bollingen series, 19, 3d ed_], eighth printing, November -- isbn13 9780691097503 -- f53e2237935cf72214e6a2bcb0ad5b95 -- Anna’s Archive.pdf","i_ching","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Understanding the I ching _ the Wilhelm lectures on the -- Wilhelm, Hellmut & Richard (Tr_ Cary Banes & Irene Eber) -- Bollingen Series XIX _ 2, -- isbn13 9780691001715 -- d7ccdfc52e41f03909ad6b37e83ee89a -- Anna’s Archive.pdf","I Ching/Understanding the I ching _ the Wilhelm lectures on the -- Wilhelm, Hellmut & Richard (Tr_ Cary Banes & Irene Eber) -- Bollingen Series XIX _ 2, -- isbn13 9780691001715 -- d7ccdfc52e41f03909ad6b37e83ee89a -- Anna’s Archive.pdf","i_ching","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Unearthing the Changes_ Recently Discovered Manuscripts of -- Shaughnessy, Edward L_; -- 1, 1, 2014 -- 8dcb2be4ef8d88e8bdda28ef43b81967 -- Anna’s Archive.pdf","I Ching/Unearthing the Changes_ Recently Discovered Manuscripts of -- Shaughnessy, Edward L_; -- 1, 1, 2014 -- 8dcb2be4ef8d88e8bdda28ef43b81967 -- Anna’s Archive.pdf","i_ching","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"alterna K3 schule Brhajjatakam = Varahamihira's Brihat jataka -- India, 1929 -- oclc 6359909 -- fb662e0ccbaa57e48c781cacad32401e.zip","jyotish/alterna K3 schule Brhajjatakam = Varahamihira's Brihat jataka -- India, 1929 -- oclc 6359909 -- fb662e0ccbaa57e48c781cacad32401e.zip","jyotish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Brihat Parasara Hora Sastra 1 -- Maharshi Parasara -- 1, 1984 -- Ranjan Publications -- 8d0c28cbdc3327fdb3737efba478b3a3 -- Anna’s Archive.pdf","jyotish/K2+K3/Brihat Parasara Hora Sastra 1 -- Maharshi Parasara -- 1, 1984 -- Ranjan Publications -- 8d0c28cbdc3327fdb3737efba478b3a3 -- Anna’s Archive.pdf","jyotish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Brihat Parasara Hora Sastra 2 -- Maharshi Parasara -- 2, 1984 -- Ranjan Publications -- 8d473cc1a9db6764372f0c4b31729147 -- Anna’s Archive.pdf","jyotish/K2+K3/Brihat Parasara Hora Sastra 2 -- Maharshi Parasara -- 2, 1984 -- Ranjan Publications -- 8d473cc1a9db6764372f0c4b31729147 -- Anna’s Archive.pdf","jyotish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Light on life _ an introduction to the astrology of India -- Hart Defouw and Robert Svoboda -- London, New York, England, 1996 -- Penguin Books -- isbn13 9780140195071 -- 81490ad9494f115208db4b55aae71e60 -- Anna’s Archive.pdf","jyotish/K4/Light on life _ an introduction to the astrology of India -- Hart Defouw and Robert Svoboda -- London, New York, England, 1996 -- Penguin Books -- isbn13 9780140195071 -- 81490ad9494f115208db4b55aae71e60 -- Anna’s Archive.pdf","jyotish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"777 and other Qabalistic writings of Aleister Crowley _ -- Aleister Crowley, Israel Regardie, Israel Regardie -- 1st pbk_ ed, York Beach, Me, 1986, -- isbn13 9780877282228 -- 5c7ac7e6c873b99be7191f22d5be718a -- Anna’s Archive.pdf","kabalah/777 and other Qabalistic writings of Aleister Crowley _ -- Aleister Crowley, Israel Regardie, Israel Regardie -- 1st pbk_ ed, York Beach, Me, 1986, -- isbn13 9780877282228 -- 5c7ac7e6c873b99be7191f22d5be718a -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"777 and other Qabalistic writings of Aleister Crowley _ -- Aleister Crowley; Israel Regardie; C_ Allan Bennett -- 1st pbk_ ed, York Beach, Me, 1986, -- isbn13 9780877282228 -- 5ddcfe53fd6cc1e6464e12199e8ade4a -- Anna’s Archive.pdf","kabalah/777 and other Qabalistic writings of Aleister Crowley _ -- Aleister Crowley; Israel Regardie; C_ Allan Bennett -- 1st pbk_ ed, York Beach, Me, 1986, -- isbn13 9780877282228 -- 5ddcfe53fd6cc1e6464e12199e8ade4a -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"A Garden of Pomegranates -- Israel Regardie -- 2007 -- 0f02208bd9ac7c63c0e3a95b07eac905 -- Anna’s Archive.pdf","kabalah/A Garden of Pomegranates -- Israel Regardie -- 2007 -- 0f02208bd9ac7c63c0e3a95b07eac905 -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Kabbalah _ New Perspectives -- Moshe Idel -- Yale University Press, New Haven, 1988 -- Yale University Press -- isbn13 9780300038606 -- f6394cbb164fd29b100f78a4ce86469d -- Anna’s Archive.pdf","kabalah/Kabbalah _ New Perspectives -- Moshe Idel -- Yale University Press, New Haven, 1988 -- Yale University Press -- isbn13 9780300038606 -- f6394cbb164fd29b100f78a4ce86469d -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Kabbalah _ New Perspectives -- Professor Moshe Idel -- Place of publication not identified, 1990 -- Yale University Press -- isbn13 9780300038606 -- c0d848928c8ae3cdfab4f0bb407c6c58 -- Anna’s Archive.pdf","kabalah/Kabbalah _ New Perspectives -- Professor Moshe Idel -- Place of publication not identified, 1990 -- Yale University Press -- isbn13 9780300038606 -- c0d848928c8ae3cdfab4f0bb407c6c58 -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Kabbalah_ A Guide to Qabalah, Jewish Mysticism, Sefer -- Silva, Mari -- 2021 -- 7a1ae2b00e2501e9700460eea57813c3 -- Anna’s Archive.epub","kabalah/Kabbalah_ A Guide to Qabalah, Jewish Mysticism, Sefer -- Silva, Mari -- 2021 -- 7a1ae2b00e2501e9700460eea57813c3 -- Anna’s Archive.epub","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Major trends in Jewish mysticism -- Gershom Scholem -- 2017 -- 9a943b0380598afbe9f73f923ac5bf91 -- Anna’s Archive.pdf","kabalah/Major trends in Jewish mysticism -- Gershom Scholem -- 2017 -- 9a943b0380598afbe9f73f923ac5bf91 -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"On the Mystical Shape of the Godhead_ Basic Concepts in the -- Gershom Scholem; Joachim Neugroschel -- Mysticism & Kabbalah, 1997 -- Schocken Books, -- isbn13 9780307787026 -- d400d46338607f880f47f2c689ef4685 -- Anna’s Archive.pdf","kabalah/On the Mystical Shape of the Godhead_ Basic Concepts in the -- Gershom Scholem; Joachim Neugroschel -- Mysticism & Kabbalah, 1997 -- Schocken Books, -- isbn13 9780307787026 -- d400d46338607f880f47f2c689ef4685 -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The Bahir _ Illumination -- Aryeh Kaplan; Neḥunya ben ha-Kanah -- San Francisco, Calif, 2001 -- Weiser Books -- isbn13 9780877286189 -- 53b8f1f2738033bf67e2e383f2236440 -- Anna’s Archive.epub","kabalah/The Bahir _ Illumination -- Aryeh Kaplan; Neḥunya ben ha-Kanah -- San Francisco, Calif, 2001 -- Weiser Books -- isbn13 9780877286189 -- 53b8f1f2738033bf67e2e383f2236440 -- Anna’s Archive.epub","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The Book of Creation ; in theory and practice, Sefer Yetzirah -- isbn13 9780877288558 -- 8458154f0c2af9be777d2744eb7292a4 -- Anna’s Archive.pdf","kabalah/The Book of Creation ; in theory and practice, Sefer Yetzirah -- isbn13 9780877288558 -- 8458154f0c2af9be777d2744eb7292a4 -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The Middle Pillar -- Israel Regardie -- 2005 -- 409de07045bce7c1fb59c15704835b4c -- Anna’s Archive.pdf","kabalah/The Middle Pillar -- Israel Regardie -- 2005 -- 409de07045bce7c1fb59c15704835b4c -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The Mystical Qabalah -- Dion Fortune -- 2019 -- Global Grey -- 4bea12dd404ef9eb716f50e7b5b4c9b8 -- Anna’s Archive.pdf","kabalah/The Mystical Qabalah -- Dion Fortune -- 2019 -- Global Grey -- 4bea12dd404ef9eb716f50e7b5b4c9b8 -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Weiser, LLC, York Beach, Me, 1997 -- Weiser -- isbn13 9780877288558 -- 8458154f0c2af9be777d2744eb7292a4 -- Anna’s Archive.pdf","kabalah/Weiser, LLC, York Beach, Me, 1997 -- Weiser -- isbn13 9780877288558 -- 8458154f0c2af9be777d2744eb7292a4 -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"777 and other Qabalistic writings of Aleister Crowley _ -- Aleister Crowley, Israel Regardie, Israel Regardie -- 1st pbk_ ed, York Beach, Me, 1986, -- isbn13 9780877282228 -- 5c7ac7e6c873b99be7191f22d5be718a -- Anna’s Archive.pdf","kabalah/kabbalah_hermetic/777 and other Qabalistic writings of Aleister Crowley _ -- Aleister Crowley, Israel Regardie, Israel Regardie -- 1st pbk_ ed, York Beach, Me, 1986, -- isbn13 9780877282228 -- 5c7ac7e6c873b99be7191f22d5be718a -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"777 and other Qabalistic writings of Aleister Crowley _ -- Aleister Crowley; Israel Regardie; C_ Allan Bennett -- 1st pbk_ ed, York Beach, Me, 1986, -- isbn13 9780877282228 -- 5ddcfe53fd6cc1e6464e12199e8ade4a -- Anna’s Archive.pdf","kabalah/kabbalah_hermetic/777 and other Qabalistic writings of Aleister Crowley _ -- Aleister Crowley; Israel Regardie; C_ Allan Bennett -- 1st pbk_ ed, York Beach, Me, 1986, -- isbn13 9780877282228 -- 5ddcfe53fd6cc1e6464e12199e8ade4a -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"A Garden of Pomegranates -- Israel Regardie -- 2007 -- 0f02208bd9ac7c63c0e3a95b07eac905 -- Anna’s Archive.pdf","kabalah/kabbalah_hermetic/A Garden of Pomegranates -- Israel Regardie -- 2007 -- 0f02208bd9ac7c63c0e3a95b07eac905 -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The Middle Pillar -- Israel Regardie -- 2005 -- 409de07045bce7c1fb59c15704835b4c -- Anna’s Archive.pdf","kabalah/kabbalah_hermetic/The Middle Pillar -- Israel Regardie -- 2005 -- 409de07045bce7c1fb59c15704835b4c -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The Mystical Qabalah -- Dion Fortune -- 2019 -- Global Grey -- 4bea12dd404ef9eb716f50e7b5b4c9b8 -- Anna’s Archive.pdf","kabalah/kabbalah_hermetic/The Mystical Qabalah -- Dion Fortune -- 2019 -- Global Grey -- 4bea12dd404ef9eb716f50e7b5b4c9b8 -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Kabbalah _ New Perspectives -- Moshe Idel -- Yale University Press, New Haven, 1988 -- Yale University Press -- isbn13 9780300038606 -- f6394cbb164fd29b100f78a4ce86469d -- Anna’s Archive.pdf","kabalah/kabbalah_jewish/Kabbalah _ New Perspectives -- Moshe Idel -- Yale University Press, New Haven, 1988 -- Yale University Press -- isbn13 9780300038606 -- f6394cbb164fd29b100f78a4ce86469d -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Kabbalah _ New Perspectives -- Professor Moshe Idel -- Place of publication not identified, 1990 -- Yale University Press -- isbn13 9780300038606 -- c0d848928c8ae3cdfab4f0bb407c6c58 -- Anna’s Archive.pdf","kabalah/kabbalah_jewish/Kabbalah _ New Perspectives -- Professor Moshe Idel -- Place of publication not identified, 1990 -- Yale University Press -- isbn13 9780300038606 -- c0d848928c8ae3cdfab4f0bb407c6c58 -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Kabbalah_ A Guide to Qabalah, Jewish Mysticism, Sefer -- Silva, Mari -- 2021 -- 7a1ae2b00e2501e9700460eea57813c3 -- Anna’s Archive.epub","kabalah/kabbalah_jewish/Kabbalah_ A Guide to Qabalah, Jewish Mysticism, Sefer -- Silva, Mari -- 2021 -- 7a1ae2b00e2501e9700460eea57813c3 -- Anna’s Archive.epub","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Major trends in Jewish mysticism -- Gershom Scholem -- 2017 -- 9a943b0380598afbe9f73f923ac5bf91 -- Anna’s Archive.pdf","kabalah/kabbalah_jewish/Major trends in Jewish mysticism -- Gershom Scholem -- 2017 -- 9a943b0380598afbe9f73f923ac5bf91 -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"On the Mystical Shape of the Godhead_ Basic Concepts in the -- Gershom Scholem; Joachim Neugroschel -- Mysticism & Kabbalah, 1997 -- Schocken Books, -- isbn13 9780307787026 -- d400d46338607f880f47f2c689ef4685 -- Anna’s Archive.pdf","kabalah/kabbalah_jewish/On the Mystical Shape of the Godhead_ Basic Concepts in the -- Gershom Scholem; Joachim Neugroschel -- Mysticism & Kabbalah, 1997 -- Schocken Books, -- isbn13 9780307787026 -- d400d46338607f880f47f2c689ef4685 -- Anna’s Archive.pdf","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The Bahir _ Illumination -- Aryeh Kaplan; Neḥunya ben ha-Kanah -- San Francisco, Calif, 2001 -- Weiser Books -- isbn13 9780877286189 -- 53b8f1f2738033bf67e2e383f2236440 -- Anna’s Archive.epub","kabalah/kabbalah_jewish/The Bahir _ Illumination -- Aryeh Kaplan; Neḥunya ben ha-Kanah -- San Francisco, Calif, 2001 -- Weiser Books -- isbn13 9780877286189 -- 53b8f1f2738033bf67e2e383f2236440 -- Anna’s Archive.epub","kabbalah_jewish","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"2022 Quantum Human Design Evolution Guide_ Using Solar -- Karen Curry Parker -- 2022 -- Human Design Press -- 02c07d826099b19160f39bfbc93e4b7b -- Anna’s Archive.pdf","other_hd/2022 Quantum Human Design Evolution Guide_ Using Solar -- Karen Curry Parker -- 2022 -- Human Design Press -- 02c07d826099b19160f39bfbc93e4b7b -- Anna’s Archive.pdf","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"Abundance by Design -- Karen Curry Parker -- 2016 -- GracePoint Matrix, LLC -- 7d15b7564a6b0884606cf125f9b2d80b -- Anna’s Archive.pdf","other_hd/Abundance by Design -- Karen Curry Parker -- 2016 -- GracePoint Matrix, LLC -- 7d15b7564a6b0884606cf125f9b2d80b -- Anna’s Archive.pdf","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"BaanTu_ The Key to Your Nature and Life 1 -- Steve Rhodes -- The Human Design Trilogy, 1, 3, 2015 -- RME Publishing -- 5692198d2741d2298007eec1b5278850 -- Anna’s Archive.pdf","other_hd/BaanTu_ The Key to Your Nature and Life 1 -- Steve Rhodes -- The Human Design Trilogy, 1, 3, 2015 -- RME Publishing -- 5692198d2741d2298007eec1b5278850 -- Anna’s Archive.pdf","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"How Do You Choose_ -- Erin Claire Jones -- 2025 -- HarperCollins -- 7db4160418580ac8fd422e29bdd3142d -- Anna’s Archive.epub","other_hd/How Do You Choose_ -- Erin Claire Jones -- 2025 -- HarperCollins -- 7db4160418580ac8fd422e29bdd3142d -- Anna’s Archive.epub","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"Human Design Made Simple_ Unlock Your Strengths and Discover -- Emma Dunwoody -- 2025 -- Penguin Publishing Group -- d6aa37ca4a12ffeb0febf87186efa0bb -- Anna’s Archive.epub","other_hd/Human Design Made Simple_ Unlock Your Strengths and Discover -- Emma Dunwoody -- 2025 -- Penguin Publishing Group -- d6aa37ca4a12ffeb0febf87186efa0bb -- Anna’s Archive.epub","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"Human Design System - The Centres -- Peter Schoeber -- 2014 -- Human Design Services -- 87fa16d779ca4813d97e4cd989917b78 -- Anna’s Archive.pdf","other_hd/Human Design System - The Centres -- Peter Schoeber -- 2014 -- Human Design Services -- 87fa16d779ca4813d97e4cd989917b78 -- Anna’s Archive.pdf","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"Human design _ how to read a graph -- Steve Rhodes -- The Human Design Trilogy, 1, 2015 -- Bhan Tugh Publishing -- isbn13 9781517749897 -- 64514fef20c1a7a6536f77126f3e93c9 -- Anna’s Archive.pdf","other_hd/Human design _ how to read a graph -- Steve Rhodes -- The Human Design Trilogy, 1, 2015 -- Bhan Tugh Publishing -- isbn13 9781517749897 -- 64514fef20c1a7a6536f77126f3e93c9 -- Anna’s Archive.pdf","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"Intro to Human Design System -- Karen Curry Parker -- 2019 -- 67a612e0cf6aa5326a738b4ae00a94f3 -- Anna’s Archive.pdf","other_hd/Intro to Human Design System -- Karen Curry Parker -- 2019 -- 67a612e0cf6aa5326a738b4ae00a94f3 -- Anna’s Archive.pdf","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"Quantum Activation Cards Companion Guidebook -- Karen Curry Parker -- 2021 -- Human Design Press -- 917d6c150b197216c43057f65515b7f2 -- Anna’s Archive.pdf","other_hd/Quantum Activation Cards Companion Guidebook -- Karen Curry Parker -- 2021 -- Human Design Press -- 917d6c150b197216c43057f65515b7f2 -- Anna’s Archive.pdf","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"Quantum Wellness -- Karen Curry Parker -- 2025 -- Human Design Press -- isbn13 9781961347830 -- 20ae81afcd903055a4ab48b6f81f39e3 -- Anna’s Archive.epub","other_hd/Quantum Wellness -- Karen Curry Parker -- 2025 -- Human Design Press -- isbn13 9781961347830 -- 20ae81afcd903055a4ab48b6f81f39e3 -- Anna’s Archive.epub","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"The Encyclopedia of Quantum Human Design -- Karen Curry Parker -- 4444078c55df635c975f0226d7f31de3 -- Anna’s Archive.pdf","other_hd/The Encyclopedia of Quantum Human Design -- Karen Curry Parker -- 4444078c55df635c975f0226d7f31de3 -- Anna’s Archive.pdf","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"The Human Design Workbook Karan Curry Parler -- isbn13 9781950253296 -- d49bb8e3d9789def3039c9ab5426dd5b -- Anna’s Archive.pdf","other_hd/The Human Design Workbook Karan Curry Parler -- isbn13 9781950253296 -- d49bb8e3d9789def3039c9ab5426dd5b -- Anna’s Archive.pdf","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
