wave,queue_order,system_id,rolle,status_pipeline,filename,relative_path,pass_k2_struct,pass_k3_rules,pass_k4_meanings,pass_notes
1,119,kabbalah_jewish,K2_ref,queued,The Middle Pillar -- Israel Regardie -- 2005 -- 409de07045bce7c1fb59c15704835b4c -- Anna’s Archive.pdf,kabalah/The Middle Pillar -- Israel Regardie -- 2005 -- 409de07045bce7c1fb59c15704835b4c -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,120,kabbalah_jewish,K2_ref,queued,The Mystical Qabalah -- Dion Fortune -- 2019 -- Global Grey -- 4bea12dd404ef9eb716f50e7b5b4c9b8 -- Anna’s Archive.pdf,kabalah/The Mystical Qabalah -- Dion Fortune -- 2019 -- Global Grey -- 4bea12dd404ef9eb716f50e7b5b4c9b8 -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,121,kabbalah_jewish,K2_ref,queued,"Weiser, LLC, York Beach, Me, 1997 -- Weiser -- isbn13 9780877288558 -- 8458154f0c2af9be777d2744eb7292a4 -- Anna’s Archive.pdf","kabalah/Weiser, LLC, York Beach, Me, 1997 -- Weiser -- isbn13 9780877288558 -- 8458154f0c2af9be777d2744eb7292a4 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,122,kabbalah_jewish,K2_ref,queued,"Kabbalah _ New Perspectives -- Moshe Idel -- Yale University Press, New Haven, 1988 -- Yale University Press -- isbn13 9780300038606 -- f6394cbb164fd29b100f78a4ce86469d -- Anna’s Archive.pdf","kabalah/kabbalah_jewish/Kabbalah _ New Perspectives -- Moshe Idel -- Yale University Press, New Haven, 1988 -- Yale University Press -- isbn13 9780300038606 -- f6394cbb164fd29b100f78a4ce86469d -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,123,kabbalah_jewish,K2_ref,queued,"Kabbalah_ A Guide to Qabalah, Jewish Mysticism, Sefer -- Silva, Mari -- 2021 -- 7a1ae2b00e2501e9700460eea57813c3 -- Anna’s Archive.epub","kabalah/kabbalah_jewish/Kabbalah_ A Guide to Qabalah, Jewish Mysticism, Sefer -- Silva, Mari -- 2021 -- 7a1ae2b00e2501e9700460eea57813c3 -- Anna’s Archive.epub",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,124,kabbalah_jewish,K2_ref,queued,"Kaplan — Meditation and Kabbalah -- Weiser, LLC, York -- isbn13 9780877283652 -- 3f4c6d6ee7ea352bdbc02a6c786d067c.pdf","kabalah/kabbalah_jewish/Kaplan — Meditation and Kabbalah -- Weiser, LLC, York -- isbn13 9780877283652 -- 3f4c6d6ee7ea352bdbc02a6c786d067c.pdf",yes,yes,optional,Tradition-Tag setzen; juedisch vs hermetisch nicht mischen.
1,125,kabbalah_jewish,K2_ref,queued,Major trends in Jewish mysticism -- Gershom Scholem -- 2017 -- 9a943b0380598afbe9f73f923ac5bf91 -- Anna’s Archive.pdf,kabalah/kabbalah_jewish/Major trends in Jewish mysticism -- Gershom Scholem -- 2017 -- 9a943b0380598afbe9f73f923ac5bf91 -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,126,kabbalah_jewish,K2_ref,queued,"The Bahir _ Illumination -- Aryeh Kaplan; Neḥunya ben ha-Kanah -- San Francisco, Calif, 2001 -- Weiser Books -- isbn13 9780877286189 -- 53b8f1f2738033bf67e2e383f2236440 -- Anna’s Archive.epub","kabalah/kabbalah_jewish/The Bahir _ Illumination -- Aryeh Kaplan; Neḥunya ben ha-Kanah -- San Francisco, Calif, 2001 -- Weiser Books -- isbn13 9780877286189 -- 53b8f1f2738033bf67e2e383f2236440 -- Anna’s Archive.epub",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,127,kabbalah_hermetic,K2_ref,queued,A Garden of Pomegranates -- Israel Regardie -- 2007 -- 0f02208bd9ac7c63c0e3a95b07eac905 -- Anna’s Archive.pdf,kabalah/kabbalah_hermetic/A Garden of Pomegranates -- Israel Regardie -- 2007 -- 0f02208bd9ac7c63c0e3a95b07eac905 -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,128,kabbalah_hermetic,K2_ref,queued,The Middle Pillar -- Israel Regardie -- 2005 -- 409de07045bce7c1fb59c15704835b4c -- Anna’s Archive.pdf,kabalah/kabbalah_hermetic/The Middle Pillar -- Israel Regardie -- 2005 -- 409de07045bce7c1fb59c15704835b4c -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,129,kabbalah_hermetic,K2_ref,queued,The Mystical Qabalah -- Dion Fortune -- 2019 -- Global Grey -- 4bea12dd404ef9eb716f50e7b5b4c9b8 -- Anna’s Archive.pdf,kabalah/kabbalah_hermetic/The Mystical Qabalah -- Dion Fortune -- 2019 -- Global Grey -- 4bea12dd404ef9eb716f50e7b5b4c9b8 -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,130,chakra,K2_ref,queued,THE SERPENT POWER Being the Sat-Cakra-Nirupana and -- sir john woodroffe -- ganesh and company -- 3674738cfef3a4d956107f930afad2cc -- Anna’s Archive.pdf,chakra/THE SERPENT POWER Being the Sat-Cakra-Nirupana and -- sir john woodroffe -- ganesh and company -- 3674738cfef3a4d956107f930afad2cc -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,131,chakra,K2_ref,queued,The Serpent Power - The Secrets of Tantric and Shaktic Yoga -- Arthur Avalon -- 2009 -- 635a5050940147c1b6c0b5158d93c60e -- Anna’s Archive.pdf,chakra/The Serpent Power - The Secrets of Tantric and Shaktic Yoga -- Arthur Avalon -- 2009 -- 635a5050940147c1b6c0b5158d93c60e -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,132,chakra,K2_ref,queued,Wheels of Life_ A User's Guide to the Chakra System -- Anodea Judith -- 2012 -- Llewellyn Worldwide -- 205a6c0a201d5113b98bc36815ed3b68 -- Anna’s Archive.epub,chakra/Wheels of Life_ A User's Guide to the Chakra System -- Anodea Judith -- 2012 -- Llewellyn Worldwide -- 205a6c0a201d5113b98bc36815ed3b68 -- Anna’s Archive.epub,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,133,akan,K2_ref,queued,Akan-Ashanti Folk-tales -- Rattray R_S_ -- 663224a9bfa819d358062569bf0aa71f.pdf,akan/Akan-Ashanti Folk-tales -- Rattray R_S_ -- 663224a9bfa819d358062569bf0aa71f.pdf,optional,yes,optional,
1,134,akan,K2_ref,queued,"An essay on African philosophical thought _ the Akan -- Gyekye, Kwame -- Rev_ ed_, Philadelphia, Pennsylvania, 1995 -- Philadelphia _ Temple -- isbn13 9781566393805 -- 8a6588dc002aa171312401d102441209.pdf","akan/An essay on African philosophical thought _ the Akan -- Gyekye, Kwame -- Rev_ ed_, Philadelphia, Pennsylvania, 1995 -- Philadelphia _ Temple -- isbn13 9781566393805 -- 8a6588dc002aa171312401d102441209.pdf",optional,yes,optional,
1,135,akan,K2_ref,queued,Ashanti -- Capt_ R_ S_ Rattray -- eab62623f2e1fe1d68f9a22cae963790.pdf,akan/Ashanti -- Capt_ R_ S_ Rattray -- eab62623f2e1fe1d68f9a22cae963790.pdf,optional,yes,optional,
1,136,pancha_bhuta,K2_ref,queued,"Agnivesa's Caraka Samhita -- Volume 1, -- 1af09d91650870e127cab62d39a79858 -- Anna’s Archive.pdf","pancha_bhuta/Agnivesa's Caraka Samhita -- Volume 1, -- 1af09d91650870e127cab62d39a79858 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,137,pancha_bhuta,K2_ref,queued,"Motilal Banarsidass Publishers Pvt_ Ltd_ Ayurvedic -- Frawley, David -- Reprint, Delhi, 2016, ©2005 -- Motilal Banarsidass, -- isbn13 9788120831346 -- f12b0e26a6571af967c8fdfd68b25de2 -- Anna’s Archive.pdf","pancha_bhuta/Motilal Banarsidass Publishers Pvt_ Ltd_ Ayurvedic -- Frawley, David -- Reprint, Delhi, 2016, ©2005 -- Motilal Banarsidass, -- isbn13 9788120831346 -- f12b0e26a6571af967c8fdfd68b25de2 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,138,pancha_bhuta,K2_ref,queued,Samkhya Karika Of Isvara Krsna -- Tattva Kaumudi -- 1995 -- Sri Ramakrishna Math -- bcdd18a9b20ad1ca802ff8368ccbb592 -- Anna’s Archive.pdf,pancha_bhuta/Samkhya Karika Of Isvara Krsna -- Tattva Kaumudi -- 1995 -- Sri Ramakrishna Math -- bcdd18a9b20ad1ca802ff8368ccbb592 -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,139,western_elements,K2_ref,queued,"Dorotheus, Orpheus, Anubio & Pseudo-Valens_ Teachings on -- Dorotheus, Orpheus, Anubio & Pseudo-Valens, Robert Hand -- 1995 -- 2034771d5968de8d5a332bb062c9be3a -- Anna’s Archive.pdf","western_elements/Dorotheus, Orpheus, Anubio & Pseudo-Valens_ Teachings on -- Dorotheus, Orpheus, Anubio & Pseudo-Valens, Robert Hand -- 1995 -- 2034771d5968de8d5a332bb062c9be3a -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,140,western_elements,K2_ref,queued,On Generation and Corruption -- Aristotle -- 2018 -- a6b435d0057415b13844215239c63e30 -- Anna’s Archive.pdf,western_elements/On Generation and Corruption -- Aristotle -- 2018 -- a6b435d0057415b13844215239c63e30 -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,141,western_elements,K2_ref,queued,"Paracelsus _ essential readings -- Paracelsus; Nicholas Goodrick-Clarke -- Essential readings, Wellingborough, Northamptonshire, -- Crucible -- isbn13 9781852740665 -- be07bd7dfc04c98bff1104376706222d.pdf","western_elements/Paracelsus _ essential readings -- Paracelsus; Nicholas Goodrick-Clarke -- Essential readings, Wellingborough, Northamptonshire, -- Crucible -- isbn13 9781852740665 -- be07bd7dfc04c98bff1104376706222d.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
3,142,hd,K3_deutung,queued,2022 Quantum Human Design Evolution Guide_ Using Solar -- Karen Curry Parker -- 2022 -- Human Design Press -- 02c07d826099b19160f39bfbc93e4b7b -- Anna’s Archive.pdf,other_hd/2022 Quantum Human Design Evolution Guide_ Using Solar -- Karen Curry Parker -- 2022 -- Human Design Press -- 02c07d826099b19160f39bfbc93e4b7b -- Anna’s Archive.pdf,optional,yes,yes,Nicht-Ra: K3/K4 priorisieren.
3,143,hd,K3_deutung,queued,"Abundance by Design -- Karen Curry Parker -- 2016 -- GracePoint Matrix, LLC -- 7d15b7564a6b0884606cf125f9b2d80b -- Anna’s Archive.pdf","other_hd/Abundance by Design -- Karen Curry Parker -- 2016 -- GracePoint Matrix, LLC -- 7d15b7564a6b0884606cf125f9b2d80b -- Anna’s Archive.pdf",optional,yes,yes,Nicht-Ra: K3/K4 priorisieren.
3,144,hd,K3_deutung,queued,"BaanTu_ The Key to Your Nature and Life 1 -- Steve Rhodes -- The Human Design Trilogy, 1, 3, 2015 -- RME Publishing -- 5692198d2741d2298007eec1b5278850 -- Anna’s Archive.pdf","other_hd/BaanTu_ The Key to Your Nature and Life 1 -- Steve Rhodes -- The Human Design Trilogy, 1, 3, 2015 -- RME Publishing -- 5692198d2741d2298007eec1b5278850 -- Anna’s Archive.pdf",optional,yes,yes,Nicht-Ra: K3/K4 priorisieren.
3,145,hd,K3_deutung,queued,Human Design Made Simple_ Unlock Your Strengths and Discover -- Emma Dunwoody -- 2025 -- Penguin Publishing Group -- d6aa37ca4a12ffeb0febf87186efa0bb -- Anna’s Archive.epub,other_hd/Human Design Made Simple_ Unlock Your Strengths and Discover -- Emma Dunwoody -- 2025 -- Penguin Publishing Group -- d6aa37ca4a12ffeb0febf87186efa0bb -- Anna’s Archive.epub,optional,yes,yes,Nicht-Ra: K3/K4 priorisieren.
3,146,hd,K3_deutung,queued,Human Design System - The Centres -- Peter Schoeber -- 2014 -- Human Design Services -- 87fa16d779ca4813d97e4cd989917b78 -- Anna’s Archive.pdf,other_hd/Human Design System - The Centres -- Peter Schoeber -- 2014 -- Human Design Services -- 87fa16d779ca4813d97e4cd989917b78 -- Anna’s Archive.pdf,optional,yes,yes,Nicht-Ra: K3/K4 priorisieren.
3,147,hd,K3_deutung,queued,"Human design _ how to read a graph -- Steve Rhodes -- The Human Design Trilogy, 1, 2015 -- Bhan Tugh Publishing -- isbn13 9781517749897 -- 64514fef20c1a7a6536f77126f3e93c9 -- Anna’s Archive.pdf","other_hd/Human design _ how to read a graph -- Steve Rhodes -- The Human Design Trilogy, 1, 2015 -- Bhan Tugh Publishing -- isbn13 9781517749897 -- 64514fef20c1a7a6536f77126f3e93c9 -- Anna’s Archive.pdf",optional,yes,yes,Nicht-Ra: K3/K4 priorisieren.
3,148,hd,K3_deutung,queued,Intro to Human Design System -- Karen Curry Parker -- 2019 -- 67a612e0cf6aa5326a738b4ae00a94f3 -- Anna’s Archive.pdf,other_hd/Intro to Human Design System -- Karen Curry Parker -- 2019 -- 67a612e0cf6aa5326a738b4ae00a94f3 -- Anna’s Archive.pdf,optional,yes,yes,Nicht-Ra: K3/K4 priorisieren.
3,149,hd,K3_deutung,queued,Quantum Activation Cards Companion Guidebook -- Karen Curry Parker -- 2021 -- Human Design Press -- 917d6c150b197216c43057f65515b7f2 -- Anna’s Archive.pdf,other_hd/Quantum Activation Cards Companion Guidebook -- Karen Curry Parker -- 2021 -- Human Design Press -- 917d6c150b197216c43057f65515b7f2 -- Anna’s Archive.pdf,optional,yes,yes,Nicht-Ra: K3/K4 priorisieren.
3,150,hd,K3_deutung,queued,Quantum Wellness -- Karen Curry Parker -- 2025 -- Human Design Press -- isbn13 9781961347830 -- 20ae81afcd903055a4ab48b6f81f39e3 -- Anna’s Archive.epub,other_hd/Quantum Wellness -- Karen Curry Parker -- 2025 -- Human Design Press -- isbn13 9781961347830 -- 20ae81afcd903055a4ab48b6f81f39e3 -- Anna’s Archive.epub,optional,yes,yes,Nicht-Ra: K3/K4 priorisieren.
3,151,hd,K3_deutung,queued,The Encyclopedia of Quantum Human Design -- Karen Curry Parker -- 4444078c55df635c975f0226d7f31de3 -- Anna’s Archive.pdf,other_hd/The Encyclopedia of Quantum Human Design -- Karen Curry Parker -- 4444078c55df635c975f0226d7f31de3 -- Anna’s Archive.pdf,optional,yes,yes,Nicht-Ra: K3/K4 priorisieren.
3,152,hd,K3_deutung,queued,The Human Design Workbook Karan Curry Parler -- isbn13 9781950253296 -- d49bb8e3d9789def3039c9ab5426dd5b -- Anna’s Archive.pdf,other_hd/The Human Design Workbook Karan Curry Parler -- isbn13 9781950253296 -- d49bb8e3d9789def3039c9ab5426dd5b -- Anna’s Archive.pdf,optional,yes,yes,Nicht-Ra: K3/K4 priorisieren.
3,153,hd,K3_deutung,queued,The Quantum Human -- Karen Curry Parker -- 2021 -- Human Design Press -- fc6bf768a95fdbeb3e45b8c42901a824 -- Anna’s Archive.pdf,other_hd/The Quantum Human -- Karen Curry Parker -- 2021 -- Human Design Press -- fc6bf768a95fdbeb3e45b8c42901a824 -- Anna’s Archive.pdf,optional,yes,yes,Nicht-Ra: K3/K4 priorisieren.
3,154,bazi,K3_deutung,queued,"中国古代术数全书 滴天髓 -- (宋)京图撰;(明)刘基注;(清)任铁樵疏;孙正治点校, Jing Tu zhuan, Liu Ji zhu, Ren -- 1994, 1994 -- 郑州_中州古籍出版社 -- isbn13 9787534812729 -- af1a8690f8356235e1dcf1e55997daf2.pdf","bazi/K3/中国古代术数全书 滴天髓 -- (宋)京图撰;(明)刘基注;(清)任铁樵疏;孙正治点校, Jing Tu zhuan, Liu Ji zhu, Ren -- 1994, 1994 -- 郑州_中州古籍出版社 -- isbn13 9787534812729 -- af1a8690f8356235e1dcf1e55997daf2.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
3,155,bazi,K3_deutung,queued,"四库存目 子平汇刊 5 穷通宝鉴评注 -- (清)徐乐吾注 -- 四库存目子平汇刊, 2015 -- 北京：华龄出版社 -- isbn13 9787516905128 -- 4f8bd8e25832d5ca180123fc079d9b88 -- Anna’s Archive.pdf","bazi/K3/四库存目 子平汇刊 5 穷通宝鉴评注 -- (清)徐乐吾注 -- 四库存目子平汇刊, 2015 -- 北京：华龄出版社 -- isbn13 9787516905128 -- 4f8bd8e25832d5ca180123fc079d9b88 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
3,156,bazi,K3_deutung,queued,"子平精粹 2 秘授滴天髓阐微 -- (明)刘伯温著, Jing Tu yuan zhu, Liu Bowen zhu, Ren Tieqiao zhu, -- 2010, 2010 -- 北京：华龄出版社 -- isbn13 9787801787118 -- caed818f366d45975c5a8a5f368b485c.pdf","bazi/K3/子平精粹 2 秘授滴天髓阐微 -- (明)刘伯温著, Jing Tu yuan zhu, Liu Bowen zhu, Ren Tieqiao zhu, -- 2010, 2010 -- 北京：华龄出版社 -- isbn13 9787801787118 -- caed818f366d45975c5a8a5f368b485c.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
3,157,genekeys,K3_deutung,queued,"Human Design - Circuitry_ The complete guide to Circuits, -- Rudd, Richard -- 2022 -- Gene Keys Publishing -- c126c50a41204e7cbf8eec7ca6f60a45 -- Anna’s Archive.pdf","gene_keys/Human Design - Circuitry_ The complete guide to Circuits, -- Rudd, Richard -- 2022 -- Gene Keys Publishing -- c126c50a41204e7cbf8eec7ca6f60a45 -- Anna’s Archive.pdf",yes,yes,yes,Alle Paesse.
3,158,genekeys,K3_deutung,queued,"Human Design - The Revelation_ A guide to basic Concepts, -- Rudd, Richard -- 2021 -- Gene Keys Publishing -- 3c95e8121ecf7e508e7ae4f71957236d -- Anna’s Archive.pdf","gene_keys/Human Design - The Revelation_ A guide to basic Concepts, -- Rudd, Richard -- 2021 -- Gene Keys Publishing -- 3c95e8121ecf7e508e7ae4f71957236d -- Anna’s Archive.pdf",yes,yes,yes,Alle Paesse.
3,159,genekeys,K3_deutung,queued,Living your Design - A New Manual for Awakening -- Richard Rudd -- 3e3565cedfe005902836fbd6d612dee0 -- Anna’s Archive.pdf,gene_keys/Living your Design - A New Manual for Awakening -- Richard Rudd -- 3e3565cedfe005902836fbd6d612dee0 -- Anna’s Archive.pdf,yes,yes,yes,Alle Paesse.
3,160,genekeys,K3_deutung,queued,"Prosperity_ A guide to your Pearl Sequence (The Gene Keys -- Rudd, Richard -- The Gene Keys Golden Path Book 3, 2023 -- 2a71a0f8d99ba7bf7295ca2ba7c21336 -- Anna’s Archive.epub","gene_keys/Prosperity_ A guide to your Pearl Sequence (The Gene Keys -- Rudd, Richard -- The Gene Keys Golden Path Book 3, 2023 -- 2a71a0f8d99ba7bf7295ca2ba7c21336 -- Anna’s Archive.epub",yes,yes,yes,Alle Paesse.
3,161,genekeys,K3_deutung,queued,Seven sacred seals -- Richard rudd -- b1ea10c4398a475638113ee0146e025d -- Anna’s Archive.pdf,gene_keys/Seven sacred seals -- Richard rudd -- b1ea10c4398a475638113ee0146e025d -- Anna’s Archive.pdf,yes,yes,yes,Alle Paesse.
3,162,genekeys,K3_deutung,queued,THE HUMAN DESIGN SYSTEM - An A to D of You -- Richard Rudd -- 91a83be6fd080f416dd5b784ca783d2f -- Anna’s Archive.pdf,gene_keys/THE HUMAN DESIGN SYSTEM - An A to D of You -- Richard Rudd -- 91a83be6fd080f416dd5b784ca783d2f -- Anna’s Archive.pdf,yes,yes,yes,Alle Paesse.
3,163,genekeys,K3_deutung,queued,The Holy Incantation of Solace -- Richard Rudd -- 3f946dea0f9e623d3e5a638f5462fc32 -- Anna’s Archive.pdf,gene_keys/The Holy Incantation of Solace -- Richard Rudd -- 3f946dea0f9e623d3e5a638f5462fc32 -- Anna’s Archive.pdf,yes,yes,yes,Alle Paesse.
3,164,chakra,K3_deutung,queued,"Anatomy of the Spirit _ The Seven Stages of Power and -- Caroline Myss -- S_I, 2013 -- Crown Publishing Group -- isbn13 9780609800140 -- 18ea53aee64f9cfdb06fdd37ae055c90 -- Anna’s Archive.pdf","chakra/Anatomy of the Spirit _ The Seven Stages of Power and -- Caroline Myss -- S_I, 2013 -- Crown Publishing Group -- isbn13 9780609800140 -- 18ea53aee64f9cfdb06fdd37ae055c90 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
3,165,chakra,K3_deutung,queued,"Chakras _ The Pathways To Success -- Judith, Anodea;Goodman, Lion -- 2014 -- JAICO PUBLISHING HOUSE -- isbn13 9788184956160 -- 99b16c78ad708449bc628c0daba75cda -- Anna’s Archive.pdf","chakra/Chakras _ The Pathways To Success -- Judith, Anodea;Goodman, Lion -- 2014 -- JAICO PUBLISHING HOUSE -- isbn13 9788184956160 -- 99b16c78ad708449bc628c0daba75cda -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
3,166,chakra,K3_deutung,queued,"Eastern Body, Western Mind _ Psychology and the Chakra -- Judith, Anodea -- 1st, 2011 -- Celestial Arts -- isbn13 9780307777935 -- abbf9f48e36fbf24b089dffc87e9dde1.pdf","chakra/Eastern Body, Western Mind _ Psychology and the Chakra -- Judith, Anodea -- 1st, 2011 -- Celestial Arts -- isbn13 9780307777935 -- abbf9f48e36fbf24b089dffc87e9dde1.pdf",yes,yes,optional,Tantra-Linie vs westliches Chakra unterscheiden.
3,167,chakra,K3_deutung,queued,Introduction To Tantra Sastra -- Sir John Woodroffe -- 1980 -- Ganesh & Company -- 7f32e197048bc674361d78613051bbcf -- Anna’s Archive.pdf,chakra/Introduction To Tantra Sastra -- Sir John Woodroffe -- 1980 -- Ganesh & Company -- 7f32e197048bc674361d78613051bbcf -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
3,168,chakra,K3_deutung,queued,"Mahanirvana tantra (tantra of the great liberation) -- Arthur Avalon; John Woodroffe -- June 30, 2004 -- Kessinger Publishing, LLC -- isbn13 9781419132070 -- 1bfaed3d694292f92969b4324abdb004 -- Anna’s Archive.pdf","chakra/Mahanirvana tantra (tantra of the great liberation) -- Arthur Avalon; John Woodroffe -- June 30, 2004 -- Kessinger Publishing, LLC -- isbn13 9781419132070 -- 1bfaed3d694292f92969b4324abdb004 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
3,169,chakra,K3_deutung,queued,The Garland of Letters Studies In The Mantra-Sastra -- Sir John Woodroffe -- 1989 -- Ganesh and Company -- b5eb943fc6b641c23b4fa9db129f660f -- Anna’s Archive.pdf,chakra/The Garland of Letters Studies In The Mantra-Sastra -- Sir John Woodroffe -- 1989 -- Ganesh and Company -- b5eb943fc6b641c23b4fa9db129f660f -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
3,170,numerology,K3_deutung,queued,"Numerology the Complete Guide, Volume 2_ Advanced -- Matthew Oliver Goodwin -- 2, 1st, 2000 -- Newcastle Publishing Company, Incorporated -- isbn13 9780878770533 -- 7dfe4982e5476880fff70ef48f07ad59.pdf","numerology/Numerology the Complete Guide, Volume 2_ Advanced -- Matthew Oliver Goodwin -- 2, 1st, 2000 -- Newcastle Publishing Company, Incorporated -- isbn13 9780878770533 -- 7dfe4982e5476880fff70ef48f07ad59.pdf",yes,yes,optional,Numerologie: K3-Kern.
3,171,numerology,K3_deutung,queued,"Numerology the romance in your name (a standard work) -- Jordan, Juno -- New Ed edition, 1978 -- Marina del Rey, Calif_ _ DeVorss -- isbn13 9780875162270 -- 4b1f613a704038e784017f7efdd16ce8.pdf","numerology/Numerology the romance in your name (a standard work) -- Jordan, Juno -- New Ed edition, 1978 -- Marina del Rey, Calif_ _ DeVorss -- isbn13 9780875162270 -- 4b1f613a704038e784017f7efdd16ce8.pdf",yes,yes,optional,Numerologie: K3-Kern.
3,172,numerology,K3_deutung,queued,"Numerology, A complete guide to understanding___ (2002) -- Decoz, Has & Monte, Tom -- 1st Perigee ed_, New York, NY, New York State, 2002 -- Avery -- isbn13 9780399527326 -- d426ca877b76d6c2969784079d2eb541.pdf","numerology/Numerology, A complete guide to understanding___ (2002) -- Decoz, Has & Monte, Tom -- 1st Perigee ed_, New York, NY, New York State, 2002 -- Avery -- isbn13 9780399527326 -- d426ca877b76d6c2969784079d2eb541.pdf",yes,yes,optional,Numerologie: K3-Kern.
3,173,numerology,K3_deutung,queued,"Numerology_ The Complete Guide _ Volume 1_ The Personality -- Matthew Oliver Goodwin -- 1988 -- Newcastle Publishing Company, Incorporated -- isbn13 9780878770533 -- 091e0679c64ed5cd0cb3c3b27fe0de53.pdf","numerology/Numerology_ The Complete Guide _ Volume 1_ The Personality -- Matthew Oliver Goodwin -- 1988 -- Newcastle Publishing Company, Incorporated -- isbn13 9780878770533 -- 091e0679c64ed5cd0cb3c3b27fe0de53.pdf",yes,yes,optional,Numerologie: K3-Kern.
3,174,mayan_tzolkin,K3_deutung,queued,"Earth ascending _ an illustrated treatise on the law -- Argüelles, José, 1939-2011 -- 1st ed_, Boulder, Colo, [New York, N_Y_], Colorado, 1984 -- isbn13 9780394723303 -- e4f98258ccab721724fa8a38360961f3.pdf","mayan_tzolkin/Earth ascending _ an illustrated treatise on the law -- Argüelles, José, 1939-2011 -- 1st ed_, Boulder, Colo, [New York, N_Y_], Colorado, 1984 -- isbn13 9780394723303 -- e4f98258ccab721724fa8a38360961f3.pdf",yes,yes,optional,Mayan/Tzolkin: K2/K3 priorisieren.
3,175,mayan_tzolkin,K3_deutung,queued,Galactic Alignment -- John Major Jenkins -- isbn13 9781591438106 -- 4b9a718c22b08ee20723d0ce44a5a21e.pdf,mayan_tzolkin/Galactic Alignment -- John Major Jenkins -- isbn13 9781591438106 -- 4b9a718c22b08ee20723d0ce44a5a21e.pdf,yes,yes,optional,Mayan/Tzolkin: K2/K3 priorisieren.
3,176,mayan_tzolkin,K3_deutung,queued,"The Mayan Factor _ Path Beyond Technology -- José Argüelles -- Simon & Schuster, [N_p_], 1987 -- Bear & Company -- isbn13 9780939680382 -- d85ec9c1bb3280ec01e738749381ecaf.pdf","mayan_tzolkin/The Mayan Factor _ Path Beyond Technology -- José Argüelles -- Simon & Schuster, [N_p_], 1987 -- Bear & Company -- isbn13 9780939680382 -- d85ec9c1bb3280ec01e738749381ecaf.pdf",yes,yes,optional,Mayan/Tzolkin: K2/K3 priorisieren.
3,177,nine_star_ki,K3_deutung,queued,"The complete guide to nine star ki _ a timeless system -- Bob Sachs; [foreword by Michio Kushi and Ed Esko] -- Shaftesbury, Dorset, Rockport, Mass, -- isbn13 9781852303341 -- 65da1dbfffb01a389872ed010a099bbe.pdf","nine_star/The complete guide to nine star ki _ a timeless system -- Bob Sachs; [foreword by Michio Kushi and Ed Esko] -- Shaftesbury, Dorset, Rockport, Mass, -- isbn13 9781852303341 -- 65da1dbfffb01a389872ed010a099bbe.pdf",optional,yes,optional,
4,178,bazi,K4_deutung,queued,"BaZi Essentials - The Ten Day Masters - Bing (Yang Fire) -- Joey Yap -- BaZi Essentials, 1st, 2009 -- JY Books Sdn_ Bhd_ -- cd8672ce46620ffec72b2d895b71c3e2 -- Anna’s Archive.pdf","bazi/klassisch/K4/BaZi Essentials - The Ten Day Masters - Bing (Yang Fire) -- Joey Yap -- BaZi Essentials, 1st, 2009 -- JY Books Sdn_ Bhd_ -- cd8672ce46620ffec72b2d895b71c3e2 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
